Date,Weight,Average_Mood,Average_Goal,Average_FQ,MJ,Love,Alcohol,Eating_Out,Weight_Change,Take_Medication,Daily_Metric,Daily_Metric_Rolling_Avg
2019-10-14,185.2,1.0,0.8571428571428571,0.0,0.0,0.0,,,0.0,0.0,,
2019-10-15,184.4,0.8571428571428571,0.42857142857142855,0.0,0.0,0.0,,,1.0,0.0,,
2019-10-16,186.2,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,,,0.0,0.0,,
2019-10-17,185.6,1.0,0.7142857142857143,0.0,0.0,0.0,,,1.0,0.0,,
2019-10-18,185.4,0.8571428571428571,0.5714285714285714,0.0,1.0,0.0,,,1.0,0.0,,
2019-10-19,183.0,0.8571428571428571,0.7142857142857143,0.0,1.0,0.0,,,1.0,0.0,,
2019-10-20,184.4,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,,,0.0,0.0,,
2019-10-21,187.6,0.8571428571428571,0.7142857142857143,0.0,0.0,0.0,,,0.0,0.0,,
2019-10-22,186.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,,,1.0,0.0,,
2019-10-23,186.2,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,,
2019-10-24,188.2,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,,,0.0,0.0,,
2019-10-25,189.4,0.2857142857142857,0.2857142857142857,0.0,1.0,0.0,,,0.0,0.0,,
2019-10-26,189.2,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,,,1.0,0.0,,
2019-10-27,188.4,0.7142857142857143,0.5714285714285714,0.0,1.0,0.0,,,1.0,0.0,,
2019-10-28,187.4,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,,,1.0,0.0,,
2019-10-29,187.6,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,,,0.0,0.0,,
2019-10-30,188.0,0.14285714285714285,0.14285714285714285,0.0,1.0,0.0,,,0.0,0.0,,
2019-10-31,187.8,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,,,1.0,0.0,,
2019-11-01,189.0,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,,,0.0,0.0,,
2019-11-02,189.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,
2019-11-03,,0.5714285714285714,0.7142857142857143,0.0,1.0,0.0,,,0.0,0.0,,
2019-11-04,189.4,0.8571428571428571,0.7142857142857143,0.0,1.0,0.0,,,0.0,0.0,,
2019-11-05,188.8,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,,,1.0,0.0,,
2019-11-06,188.4,0.8571428571428571,0.7142857142857143,0.0,0.0,0.0,,,1.0,0.0,,
2019-11-07,186.8,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,,,1.0,0.0,,
2019-11-08,189.8,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,,,0.0,0.0,,
2019-11-09,189.8,0.7142857142857143,0.7142857142857143,0.0,1.0,0.0,,,0.0,0.0,,
2019-11-10,191.0,0.8571428571428571,0.7142857142857143,0.0,0.0,0.0,,,0.0,0.0,,
2019-11-11,188.8,0.5714285714285714,0.5714285714285714,0.0,1.0,0.0,,,1.0,0.0,,
2019-11-12,187.8,1.0,1.0,0.0,0.0,0.0,,,1.0,0.0,,
2019-11-13,187.6,0.8571428571428571,0.7142857142857143,0.0,0.0,0.0,,,1.0,0.0,,
2019-11-14,188.2,1.0,0.8571428571428571,0.0,1.0,0.0,,,0.0,0.0,,
2019-11-15,,1.0,1.0,0.0,1.0,0.0,,,0.0,0.0,,
2019-11-16,,0.7142857142857143,0.7142857142857143,0.0,1.0,0.0,,,0.0,0.0,,
2019-11-17,,0.7142857142857143,0.8571428571428571,0.0,1.0,0.0,,,0.0,0.0,,
2019-11-18,192.6,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,,,0.0,0.0,,
2019-11-19,193.6,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,,,0.0,0.0,,
2019-11-20,,0.2857142857142857,0.2857142857142857,0.0,1.0,0.0,,,0.0,0.0,,
2019-11-21,195.6,0.42857142857142855,0.2857142857142857,0.0,1.0,0.0,,,0.0,0.0,,
2019-11-22,194.8,0.5714285714285714,0.42857142857142855,0.0,1.0,0.0,,,1.0,0.0,,
2019-11-23,196.2,0.7142857142857143,0.5714285714285714,0.0,1.0,0.0,,,0.0,0.0,,
2019-11-24,,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,,,0.0,0.0,,
2019-11-25,199.0,0.42857142857142855,0.42857142857142855,0.0,1.0,0.0,,,0.0,0.0,,
2019-11-26,194.6,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,,,1.0,0.0,,
2019-11-27,196.6,0.14285714285714285,0.0,0.0,1.0,0.0,,,0.0,0.0,,
2019-11-28,,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,,,0.0,0.0,,
